START_DATE,END_DATE,REPLENISH_DAY,SHIP_TIME,MIN_BIN_SIZE,REPLENISH_QUANTILE,PRED_QUANTILE,date,current_stock,goodsqty,replenish,replenishqty,placepointid,method
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-27,8930.0,6.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-28,8352.0,6.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-29,7780.0,13.0,172.0,2924.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-30,7178.0,21.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-01,9389.0,11.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-02,8705.0,11.0,143.0,1502.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-03,8037.0,15.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-04,9020.0,7.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-05,8073.0,14.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-06,7277.0,27.0,220.0,2958.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-07,6585.0,45.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-08,7842.0,34.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-09,7084.0,62.0,249.0,4891.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-10,6633.0,58.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-11,10482.0,7.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-12,8173.0,38.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-13,7192.0,63.0,256.0,6147.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-14,6705.0,70.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-15,11033.0,21.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-16,9959.0,34.0,173.0,3609.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-17,9408.0,37.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-18,11757.0,6.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-19,10218.0,21.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-20,8452.0,42.0,210.0,6424.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-21,7481.0,47.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-22,12794.0,11.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-23,11532.0,17.0,104.0,3418.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-24,10969.0,27.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-25,13778.0,9.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-26,13167.0,17.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-27,12671.0,23.0,101.0,2329.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-28,12023.0,23.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-29,13519.0,2.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-30,12954.0,6.0,80.0,1642.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-31,12547.0,10.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-01,13828.0,3.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-02,13415.0,5.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-03,12922.0,9.0,86.0,2185.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-04,12465.0,16.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-05,13774.0,6.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-06,13220.0,4.0,94.0,1945.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-07,12939.0,10.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-08,14144.0,11.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-09,13719.0,7.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-10,13270.0,10.0,128.0,2680.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-11,12646.0,12.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-12,14649.0,5.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-13,13968.0,11.0,91.0,1832.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-14,13386.0,12.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-15,14250.0,4.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-16,13541.0,14.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-17,12853.0,20.0,128.0,2579.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-18,12377.0,27.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-19,14417.0,8.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-20,14192.0,1.0,94.0,828.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-21,14089.0,5.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-22,14918.0,0.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-23,14928.0,0.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-24,14928.0,0.0,12.0,98.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-25,14495.0,0.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-26,14012.0,0.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-27,13951.0,0.0,14.0,1059.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-28,13654.0,1.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-29,14291.0,1.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-30,13923.0,9.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-31,13258.0,5.0,88.0,1904.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-01,3593.0,20.0,1059.0,12629.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-02,3126.0,34.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-03,15328.0,5.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-04,14657.0,7.0,309.0,117.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-05,14277.0,11.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-06,13863.0,4.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-07,13328.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-08,12901.0,15.0,344.0,517.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-09,12252.0,11.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-10,12360.0,11.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-11,11898.0,10.0,344.0,623.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-12,11518.0,12.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-13,11412.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-14,10780.0,15.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-15,10092.0,17.0,368.0,966.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-16,9471.0,26.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-17,10045.0,14.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-18,9579.0,10.0,346.0,1689.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-19,9247.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-20,10400.0,5.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-21,9790.0,12.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-22,8274.0,10.0,351.0,4889.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-23,7755.0,13.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-24,11828.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-25,11074.0,11.0,337.0,2189.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-26,10696.0,11.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-27,12434.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-28,11862.0,5.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-29,11290.0,13.0,333.0,1489.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-30,10665.0,13.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-01,11436.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-02,10747.0,11.0,312.0,3690.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-03,10083.0,12.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-04,13247.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-05,12303.0,14.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-06,11477.0,32.0,379.0,2877.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-07,10779.0,44.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-08,11915.0,36.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-09,11040.0,48.0,410.0,3821.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-10,10406.0,50.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-11,13186.0,8.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-12,10813.0,32.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-13,9721.0,53.0,401.0,8558.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-14,9075.0,58.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-15,15773.0,24.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-16,14630.0,31.0,317.0,3725.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-17,14051.0,37.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-18,16522.0,10.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-19,14951.0,22.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-20,12856.0,34.0,335.0,5154.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-21,11492.0,38.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-22,15545.0,12.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-23,14265.0,17.0,268.0,2326.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-24,13164.0,24.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-25,14989.0,12.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-26,14368.0,17.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-27,13806.0,15.0,255.0,9252.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-28,13316.0,21.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-29,21740.0,5.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-30,21182.0,10.0,225.0,681.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-12-31,20776.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-01,21093.0,2.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-02,20673.0,2.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-03,20070.0,5.0,234.0,907.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-04,19442.0,12.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-05,19437.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-06,18857.0,4.0,242.0,2937.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-07,18572.0,10.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-08,20564.0,10.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-09,20138.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-10,19688.0,10.0,260.0,2102.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-11,19054.0,11.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-12,20484.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-13,19748.0,9.0,230.0,1657.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-14,19164.0,12.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-15,19838.0,2.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-16,19094.0,8.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-17,18384.0,13.0,267.0,1822.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-18,17885.0,20.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-19,19147.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-20,18924.0,3.0,246.0,1420.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-21,18774.0,4.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-22,20195.0,0.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-23,20205.0,0.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-24,20205.0,0.0,178.0,429.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-25,19772.0,0.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-26,19620.0,0.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-27,19563.0,1.0,180.0,1776.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-28,19274.0,3.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-29,20632.0,5.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-30,20266.0,11.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2023-01-31,19587.0,4.0,222.0,592.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-01,3861.0,22.0,1078.0,5788.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-02,3282.0,17.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-03,8275.0,7.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-04,7334.0,22.0,76.0,906.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-05,6751.0,17.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-06,6572.0,14.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-07,5696.0,14.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-08,5026.0,21.0,215.0,3658.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-09,4593.0,28.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-10,7645.0,4.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-11,6980.0,16.0,134.0,1543.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-12,6444.0,27.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-13,7122.0,11.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-14,6474.0,19.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-15,5973.0,16.0,220.0,3040.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-16,5455.0,24.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-17,7547.0,5.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-18,7024.0,9.0,139.0,1019.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-19,6429.0,13.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-20,6879.0,5.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-21,6320.0,2.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-22,5719.0,7.0,171.0,3333.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-23,5253.0,20.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-24,7835.0,6.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-25,7253.0,5.0,121.0,903.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-26,6633.0,14.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-27,6694.0,7.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",1,500,0.95,0.5,2022-11-28,6050.0,5.0,0.0,0.0,16908,lsf
