placepointid,goodsid,sep_1,sep_2,sep_3,month_avg_3,id,pred_id,moving_avg,pct,pred,minqty,storage,onroad,minreqgoodsqty,goodsname,stock,qh,credate
16863.0,459376.0,2.0,5.0,1.0,2.6666666666666665,3567.0,5.0,2.7,1.0,5.0,0.0,0.0,0.0,0.0,SWISSE R 钙维生素D片,0.0,5.0,20231113
16863.0,504234.0,9.0,0.0,0.0,3.0,3586.0,10.0,9.0,1.0,10.0,0.0,24.0,0.0,0.0,Speakin R维生素C咀嚼片(甜橙味),24.0,0.0,20231113
16863.0,504235.0,6.0,1.0,0.0,2.3333333333333335,3587.0,7.0,5.0,1.0,7.0,0.0,23.0,0.0,0.0,Speakin R维生素C咀嚼片(草莓味),23.0,0.0,20231113
16863.0,386143.0,9.0,82.0,12.0,34.333333333333336,4418.0,28.0,29.2,1.0,28.0,0.0,2.0,0.0,0.0,life?space R益生菌粉(HG),2.0,26.0,20231113
16863.0,391081.0,2.0,1.0,3.0,2.0,4419.0,4.0,1.9000000000000001,1.0,4.0,0.0,7.0,0.0,0.0,life·space R益生菌粉,7.0,0.0,20231113
16863.0,366227.0,0.0,0.0,2.0,0.6666666666666666,4867.0,19.0,20.7,0.022988505747126436,0.0,0.0,8.0,0.0,0.0,一次性使用医用口罩,8.0,0.0,20231113
16863.0,395366.0,2.0,2.0,2.0,2.0,4867.0,19.0,20.7,0.06896551724137931,1.0,0.0,0.0,0.0,0.0,一次性使用医用口罩,0.0,3.0,20231113
16863.0,432885.0,1.0,2.0,1.0,1.3333333333333333,4867.0,19.0,20.7,0.04597701149425287,1.0,0.0,1.0,0.0,0.0,一次性使用医用口罩,1.0,3.0,20231113
16863.0,452124.0,10.0,10.0,23.0,14.333333333333334,4867.0,19.0,20.7,0.4942528735632184,11.0,3.0,14.0,0.0,0.0,一次性使用医用口罩,14.0,0.0,20231113
16863.0,452125.0,6.0,2.0,6.0,4.666666666666667,4867.0,19.0,20.7,0.16091954022988506,3.0,3.0,9.0,10.0,0.0,一次性使用医用口罩,19.0,0.0,20231113
16863.0,458652.0,4.0,3.0,6.0,4.333333333333333,4867.0,19.0,20.7,0.14942528735632185,3.0,0.0,4.0,0.0,0.0,一次性使用医用口罩,4.0,0.0,20231113
16863.0,469660.0,1.0,0.0,0.0,0.3333333333333333,4867.0,19.0,20.7,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,一次性使用医用口罩,0.0,3.0,20231113
16863.0,385760.0,0.0,2.0,0.0,0.6666666666666666,4867.0,19.0,20.7,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,一次性使用医用口罩,0.0,0.0,20231113
16863.0,306303.0,0.0,0.0,2.0,0.6666666666666666,4867.0,19.0,20.7,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,一次性使用医用口罩,0.0,0.0,20231113
16863.0,372148.0,1.0,0.0,0.0,0.3333333333333333,4875.0,2.0,0.5,1.0,2.0,0.0,7.0,0.0,0.0,一次性使用医用口罩(非无菌型),7.0,0.0,20231113
16863.0,442614.0,800.0,400.0,200.0,466.6666666666667,4887.0,660.0,530.0,1.0,660.0,200.0,50.0,250.0,50.0,一次性使用医用外科口罩,300.0,400.0,20231113
16863.0,485846.0,1.0,0.0,0.0,0.3333333333333333,5380.0,2.0,0.5,1.0,2.0,0.0,3.0,0.0,0.0,一次性使用末梢采血针,3.0,0.0,20231113
16863.0,474312.0,0.0,2.0,0.0,0.6666666666666666,5398.0,2.0,0.6,1.0,2.0,0.0,0.0,0.0,0.0,一次性使用检查手套(聚乙烯),0.0,0.0,20231113
16863.0,382447.0,1.0,0.0,1.0,0.6666666666666666,5448.0,3.0,1.6,0.4,1.0,0.0,3.0,0.0,0.0,一次性使用注射笔用针头,3.0,0.0,20231113
16863.0,447476.0,1.0,0.0,0.0,0.3333333333333333,5448.0,3.0,1.6,0.2,1.0,0.0,5.0,0.0,0.0,一次性使用注射笔用针头,5.0,0.0,20231113
16863.0,383835.0,0.0,0.0,2.0,0.6666666666666666,5448.0,3.0,1.6,0.4,1.0,0.0,10.0,0.0,0.0,一次性使用注射笔用针头,10.0,0.0,20231113
16863.0,447477.0,0.0,0.0,0.0,0.0,5448.0,3.0,1.6,0.0,0.0,0.0,3.0,3.0,0.0,一次性使用注射笔用针头,6.0,0.0,20231113
16863.0,394332.0,1.0,2.0,3.0,2.0,5989.0,4.0,2.1,0.75,3.0,0.0,6.0,0.0,0.0,一次性使用采血针,6.0,0.0,20231113
16863.0,391074.0,0.0,0.0,2.0,0.6666666666666666,5989.0,4.0,2.1,0.25,1.0,0.0,10.0,0.0,0.0,一次性使用采血针,10.0,0.0,20231113
16863.0,269234.0,5.0,7.0,0.0,4.0,6605.0,7.0,5.199999999999999,0.8571428571428571,6.0,0.0,10.0,0.0,0.0,一次性自粘敷贴,10.0,0.0,20231113
16863.0,269233.0,0.0,2.0,0.0,0.6666666666666666,6605.0,7.0,5.199999999999999,0.14285714285714285,1.0,0.0,10.0,0.0,0.0,一次性自粘敷贴,10.0,0.0,20231113
16863.0,94505.0,10.0,4.0,6.0,6.666666666666667,6737.0,7.0,4.5,1.0,7.0,2.0,14.0,0.0,0.0,丁桂儿脐贴,14.0,0.0,20231113
16863.0,372673.0,3.0,1.0,0.0,1.3333333333333333,6742.0,4.0,2.1,0.8,3.0,0.0,1.0,0.0,0.0,丁硼乳膏,1.0,3.0,20231113
16863.0,35987.0,0.0,1.0,0.0,0.3333333333333333,6742.0,4.0,2.1,0.2,1.0,2.0,1.0,5.0,0.0,丁硼乳膏,6.0,0.0,20231113
16863.0,463546.0,1.0,2.0,0.0,1.0,6744.0,3.0,1.5999999999999999,0.6,2.0,0.0,5.0,0.0,0.0,丁细牙痛胶囊,5.0,0.0,20231113
16863.0,458698.0,0.0,1.0,1.0,0.6666666666666666,6744.0,3.0,1.5999999999999999,0.4,1.0,2.0,2.0,0.0,0.0,丁细牙痛胶囊,2.0,0.0,20231113
16863.0,412500.0,0.0,0.0,0.0,0.0,6748.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,丁苯酞软胶囊,0.0,3.0,20231113
16863.0,35718.0,2.0,3.0,5.0,3.3333333333333335,6751.0,6.0,4.300000000000001,0.7142857142857143,4.0,2.0,2.0,0.0,0.0,丁酸氢化可的松乳膏,2.0,3.0,20231113
16863.0,294449.0,1.0,0.0,1.0,0.6666666666666666,6751.0,6.0,4.300000000000001,0.14285714285714285,1.0,2.0,4.0,0.0,0.0,丁酸氢化可的松乳膏,4.0,0.0,20231113
16863.0,334089.0,1.0,0.0,1.0,0.6666666666666666,6751.0,6.0,4.300000000000001,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,丁酸氢化可的松乳膏,0.0,3.0,20231113
16863.0,312.0,2.0,8.0,4.0,4.666666666666667,6769.0,4.0,2.4000000000000004,1.0,4.0,2.0,4.0,0.0,0.0,七叶洋地黄双苷滴眼液,4.0,0.0,20231113
16863.0,486177.0,0.0,0.0,2.0,0.6666666666666666,6774.0,2.0,0.4,1.0,2.0,0.0,2.0,0.0,0.0,七叶草牌花露TM金银花抑菌液,2.0,0.0,20231113
16863.0,486175.0,0.0,0.0,1.0,0.3333333333333333,6776.0,2.0,0.2,1.0,2.0,0.0,1.0,0.0,0.0,七叶草牌花露TM驱蚊草抑菌液(驱蚊祛痱),1.0,0.0,20231113
16863.0,31541.0,0.0,0.0,0.0,0.0,6931.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,万应茶,3.0,0.0,20231113
16863.0,306063.0,23.0,15.0,1.0,13.0,6956.0,12.0,12.799999999999999,1.0,12.0,0.0,0.0,11.0,0.0,万通筋骨康贴,11.0,3.0,20231113
16863.0,2676.0,8.0,8.0,15.0,10.333333333333334,7055.0,10.0,8.0,1.0,10.0,2.0,19.0,0.0,0.0,三九胃泰颗粒,19.0,0.0,20231113
16863.0,1311.0,0.0,0.0,1.0,0.3333333333333333,7157.0,2.0,0.2,1.0,2.0,2.0,2.0,0.0,0.0,三维B片,2.0,0.0,20231113
16863.0,82190.0,2.0,1.0,0.0,1.0,7158.0,3.0,1.3,1.0,3.0,2.0,2.0,0.0,0.0,三维亚铁咀嚼片,2.0,3.0,20231113
16863.0,1925.0,1.0,0.0,0.0,0.3333333333333333,7170.0,2.0,0.5,1.0,2.0,2.0,2.0,0.0,0.0,三维鱼肝油乳,2.0,0.0,20231113
16863.0,100958.0,7.0,6.0,4.0,5.666666666666667,7212.0,7.0,5.9,1.0,7.0,2.0,16.0,0.0,0.0,三金片,16.0,0.0,20231113
16863.0,246193.0,1.0,0.0,0.0,0.3333333333333333,7227.0,4.0,2.3000000000000003,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,三黄片,0.0,3.0,20231113
16863.0,291730.0,3.0,0.0,0.0,1.0,7227.0,4.0,2.3000000000000003,0.42857142857142855,2.0,0.0,0.0,0.0,0.0,三黄片,0.0,3.0,20231113
16863.0,235556.0,0.0,1.0,2.0,1.0,7227.0,4.0,2.3000000000000003,0.42857142857142855,2.0,2.0,5.0,0.0,0.0,三黄片,5.0,0.0,20231113
16863.0,49255.0,1.0,2.0,3.0,2.0,7228.0,4.0,1.7000000000000002,1.0,4.0,0.0,8.0,0.0,0.0,三黄珍珠膏,8.0,0.0,20231113
16863.0,322389.0,1.0,0.0,2.0,1.0,7623.0,2.0,0.9,1.0,2.0,1.0,4.0,0.0,0.0,丙戊酸钠缓释片（I）,4.0,0.0,20231113
16863.0,23384.0,2.0,0.0,0.0,0.6666666666666666,7678.0,3.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,丙酸氟替卡松乳膏,4.0,0.0,20231113
16863.0,416471.0,6.0,7.0,12.0,8.333333333333334,7681.0,7.0,6.300000000000001,1.0,7.0,2.0,12.0,0.0,0.0,丙酸氟替卡松鼻喷雾剂,12.0,0.0,20231113
16863.0,23397.0,3.0,0.0,6.0,3.0,8008.0,5.0,2.6,0.9,5.0,2.0,12.0,0.0,0.0,丹栀逍遥丸,12.0,0.0,20231113
16863.0,278377.0,0.0,1.0,0.0,0.3333333333333333,8008.0,5.0,2.6,0.1,0.0,0.0,2.0,0.0,0.0,丹栀逍遥丸,2.0,0.0,20231113
16863.0,39134.0,0.0,1.0,0.0,0.3333333333333333,8014.0,2.0,0.3,1.0,2.0,0.0,4.0,0.0,0.0,丹溪玉屏风颗粒,4.0,0.0,20231113
16863.0,2204.0,4.0,7.0,10.0,7.0,8024.0,7.0,5.4,1.0,7.0,2.0,16.0,0.0,0.0,丹皮酚软膏,16.0,0.0,20231113
16863.0,395430.0,2.0,6.0,0.0,2.6666666666666665,8030.0,5.0,2.3,0.8888888888888888,4.0,0.0,6.0,0.0,0.0,丹莪妇康煎膏,6.0,0.0,20231113
16863.0,395135.0,0.0,0.0,1.0,0.3333333333333333,8030.0,5.0,2.3,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,丹莪妇康煎膏,0.0,0.0,20231113
16863.0,452556.0,0.0,2.0,0.0,0.6666666666666666,8031.0,2.0,0.6,1.0,2.0,0.0,0.0,0.0,0.0,丹莪妇康颗粒,0.0,0.0,20231113
16863.0,37085.0,0.0,0.0,1.0,0.3333333333333333,8069.0,2.0,0.2,1.0,2.0,0.0,1.0,0.0,0.0,久芝清心丸,1.0,0.0,20231113
16863.0,37416.0,0.0,5.0,4.0,3.0,8094.0,5.0,3.2,0.75,4.0,2.0,12.0,0.0,0.0,乌洛托品溶液,12.0,0.0,20231113
16863.0,206356.0,0.0,3.0,0.0,1.0,8094.0,5.0,3.2,0.25,1.0,0.0,2.0,0.0,0.0,乌洛托品溶液,2.0,0.0,20231113
16863.0,92054.0,6.0,0.0,0.0,2.0,8096.0,4.0,2.2,1.0,4.0,0.0,8.0,0.0,0.0,乌灵胶囊,8.0,0.0,20231113
16863.0,178711.0,1.0,0.0,0.0,0.3333333333333333,8367.0,2.0,0.5,1.0,2.0,0.0,2.0,0.0,0.0,乙酰半胱氨酸片,2.0,0.0,20231113
16863.0,1369.0,2.0,4.0,0.0,2.0,8369.0,4.0,2.2,1.0,4.0,2.0,2.0,0.0,0.0,乙酰半胱氨酸颗粒,2.0,3.0,20231113
16863.0,157347.0,2.0,2.0,3.0,2.3333333333333335,8469.0,9.0,7.5,0.35,3.0,2.0,11.0,0.0,0.0,乳果糖口服溶液,11.0,0.0,20231113
16863.0,363234.0,4.0,2.0,3.0,3.0,8469.0,9.0,7.5,0.45,4.0,2.0,4.0,0.0,0.0,乳果糖口服溶液,4.0,0.0,20231113
16863.0,6.0,0.0,1.0,3.0,1.3333333333333333,8469.0,9.0,7.5,0.2,2.0,2.0,3.0,0.0,0.0,乳果糖口服溶液,3.0,0.0,20231113
16863.0,102411.0,0.0,0.0,3.0,1.0,8500.0,3.0,0.6000000000000001,1.0,3.0,2.0,7.0,10.0,0.0,乳癖消片,17.0,0.0,20231113
16863.0,1413.0,0.0,0.0,5.0,1.6666666666666667,8545.0,3.0,0.6000000000000001,1.0,3.0,2.0,4.0,0.0,0.0,乳酸依沙吖啶溶液,4.0,0.0,20231113
16863.0,34330.0,5.0,2.0,6.0,4.333333333333333,8596.0,12.0,10.7,0.3939393939393939,5.0,2.0,8.0,0.0,0.0,乳酸菌素片,8.0,0.0,20231113
16863.0,471332.0,9.0,6.0,5.0,6.666666666666667,8596.0,12.0,10.7,0.6060606060606061,7.0,2.0,6.0,0.0,0.0,乳酸菌素片,6.0,5.0,20231113
16863.0,434731.0,0.0,0.0,0.0,0.0,8596.0,12.0,10.7,0.0,0.0,0.0,7.0,0.0,0.0,乳酸菌素片,7.0,0.0,20231113
16863.0,460261.0,0.0,0.0,0.0,0.0,8628.0,6.0,5.3,0.0,0.0,1.0,6.0,0.0,0.0,二丁颗粒,6.0,0.0,20231113
16863.0,476373.0,5.0,5.0,16.0,8.666666666666666,8628.0,6.0,5.3,1.0,6.0,2.0,5.0,0.0,0.0,二丁颗粒,5.0,3.0,20231113
16863.0,26625.0,0.0,0.0,0.0,0.0,8628.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,二丁颗粒,0.0,3.0,20231113
16863.0,178408.0,6.0,4.0,6.0,5.333333333333333,8741.0,6.0,5.1,1.0,6.0,2.0,2.0,5.0,0.0,二硫化硒洗剂,7.0,0.0,20231113
16863.0,5920.0,25.0,12.0,9.0,15.333333333333334,8764.0,16.0,15.8,1.0,16.0,2.0,23.0,0.0,1.0,云南白药,23.0,0.0,20231113
16863.0,350907.0,3.0,3.0,6.0,4.0,8766.0,14.0,14.399999999999999,0.21428571428571427,3.0,2.0,12.0,0.0,0.0,云南白药创可贴,12.0,0.0,20231113
16863.0,358809.0,7.0,12.0,10.0,9.666666666666666,8766.0,14.0,14.399999999999999,0.5178571428571429,7.0,2.0,9.0,0.0,0.0,云南白药创可贴,9.0,0.0,20231113
16863.0,373978.0,4.0,7.0,4.0,5.0,8766.0,14.0,14.399999999999999,0.26785714285714285,4.0,2.0,4.0,0.0,0.0,云南白药创可贴,4.0,0.0,20231113
16863.0,5923.0,2.0,6.0,2.0,3.3333333333333335,8769.0,14.0,14.9,0.2127659574468085,3.0,2.0,3.0,0.0,0.0,云南白药气雾剂,3.0,0.0,20231113
16863.0,5924.0,1.0,2.0,2.0,1.6666666666666667,8769.0,14.0,14.9,0.10638297872340426,1.0,2.0,1.0,0.0,0.0,云南白药气雾剂,1.0,3.0,20231113
16863.0,36097.0,14.0,10.0,8.0,10.666666666666666,8769.0,14.0,14.9,0.6808510638297872,10.0,2.0,11.0,0.0,0.0,云南白药气雾剂,11.0,0.0,20231113
16863.0,5922.0,0.0,0.0,0.0,0.0,8775.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,云南白药胶囊,0.0,3.0,20231113
16863.0,351618.0,3.0,4.0,1.0,2.6666666666666665,8776.0,7.0,5.4,0.47058823529411764,3.0,2.0,2.0,0.0,0.0,云南白药膏,2.0,3.0,20231113
16863.0,422824.0,3.0,3.0,3.0,3.0,8776.0,7.0,5.4,0.5294117647058824,4.0,2.0,2.0,0.0,0.0,云南白药膏,2.0,3.0,20231113
16863.0,43595.0,0.0,0.0,5.0,1.6666666666666667,8831.0,2.0,0.2,1.0,2.0,2.0,8.0,0.0,0.0,五塔标行军散,8.0,0.0,20231113
16863.0,683.0,3.0,7.0,3.0,4.333333333333333,8833.0,6.0,4.0,1.0,6.0,2.0,3.0,20.0,0.0,五子衍宗丸,23.0,0.0,20231113
16863.0,191968.0,0.0,2.0,2.0,1.3333333333333333,8924.0,2.0,0.8,1.0,2.0,2.0,3.0,0.0,0.0,五酯胶囊,3.0,0.0,20231113
16863.0,5244.0,8.0,0.0,0.0,2.6666666666666665,9006.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,京万红软膏,3.0,0.0,20231113
16863.0,491265.0,1.0,0.0,1.0,0.6666666666666666,9009.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,京仁堂牌人参海狗丸,1.0,3.0,20231113
16863.0,27653.0,4.0,6.0,10.0,6.666666666666667,9011.0,13.0,12.7,0.43478260869565216,6.0,2.0,6.0,0.0,0.0,京制牛黄解毒片,6.0,0.0,20231113
16863.0,73096.0,11.0,4.0,11.0,8.666666666666666,9011.0,13.0,12.7,0.5652173913043478,7.0,2.0,3.0,0.0,0.0,京制牛黄解毒片,3.0,4.0,20231113
16863.0,389975.0,8.0,3.0,8.0,6.333333333333333,9025.0,7.0,6.199999999999999,1.0,7.0,3.0,5.0,0.0,0.0,京都念慈菴枇杷糖,5.0,3.0,20231113
16863.0,114590.0,9.0,15.0,7.0,10.333333333333334,9027.0,14.0,14.399999999999999,0.7380952380952381,10.0,2.0,7.0,0.0,0.0,京都念慈菴蜜炼川贝枇杷膏,7.0,5.0,20231113
16863.0,114627.0,4.0,4.0,1.0,3.0,9027.0,14.0,14.399999999999999,0.21428571428571427,3.0,2.0,6.0,0.0,0.0,京都念慈菴蜜炼川贝枇杷膏,6.0,0.0,20231113
16863.0,231375.0,2.0,0.0,0.0,0.6666666666666666,9027.0,14.0,14.399999999999999,0.047619047619047616,1.0,0.0,0.0,0.0,0.0,京都念慈菴蜜炼川贝枇杷膏,0.0,3.0,20231113
16863.0,501136.0,0.0,0.0,0.0,0.0,9081.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,人丹,0.0,3.0,20231113
16863.0,451084.0,2.0,1.0,0.0,1.0,9104.0,3.0,1.3,1.0,3.0,0.0,0.0,0.0,0.0,人体润滑剂,0.0,3.0,20231113
16863.0,41867.0,1.0,0.0,4.0,1.6666666666666667,9238.0,23.0,32.1,0.04854368932038835,1.0,2.0,33.0,0.0,0.0,人工牛黄甲硝唑胶囊,33.0,0.0,20231113
16863.0,281647.0,1.0,0.0,0.0,0.3333333333333333,9238.0,23.0,32.1,0.009708737864077669,0.0,0.0,9.0,0.0,0.0,人工牛黄甲硝唑胶囊,9.0,0.0,20231113
16863.0,283711.0,1.0,0.0,0.0,0.3333333333333333,9238.0,23.0,32.1,0.009708737864077669,0.0,0.0,40.0,0.0,0.0,人工牛黄甲硝唑胶囊,40.0,0.0,20231113
16863.0,463942.0,31.0,30.0,33.0,31.333333333333332,9238.0,23.0,32.1,0.912621359223301,22.0,2.0,23.0,5.0,0.0,人工牛黄甲硝唑胶囊,28.0,0.0,20231113
16863.0,466318.0,2.0,0.0,0.0,0.6666666666666666,9238.0,23.0,32.1,0.019417475728155338,0.0,2.0,34.0,0.0,0.0,人工牛黄甲硝唑胶囊,34.0,0.0,20231113
16863.0,440358.0,0.0,0.0,5.0,1.6666666666666667,9458.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,人绒毛膜促性腺激素(HCG)检测试剂盒(胶体金免疫层析法),0.0,3.0,20231113
16863.0,493479.0,3.0,0.0,3.0,2.0,9462.0,8.0,6.6,0.2727272727272727,2.0,2.0,14.0,0.0,0.0,人绒毛膜促性腺激素(HCG)检测试纸(胶体金法),14.0,0.0,20231113
16863.0,493480.0,2.0,2.0,2.0,2.0,9462.0,8.0,6.6,0.2727272727272727,2.0,2.0,10.0,0.0,0.0,人绒毛膜促性腺激素(HCG)检测试纸(胶体金法),10.0,0.0,20231113
16863.0,489519.0,0.0,8.0,2.0,3.3333333333333335,9462.0,8.0,6.6,0.45454545454545453,4.0,2.0,9.0,0.0,0.0,人绒毛膜促性腺激素(HCG)检测试纸(胶体金法),9.0,0.0,20231113
16863.0,38400.0,0.0,0.0,5.0,1.6666666666666667,9463.0,3.0,0.6000000000000001,1.0,3.0,0.0,9.0,0.0,0.0,人绒毛膜促性腺激素(HCG)检测试纸(胶体金法)-早早孕测试盒,9.0,0.0,20231113
16863.0,38401.0,0.0,1.0,0.0,0.3333333333333333,9464.0,2.0,0.3,1.0,2.0,0.0,8.0,0.0,0.0,人绒毛膜促性腺激素(HCG)检测试纸(胶体金法)-早早孕测试笔,8.0,0.0,20231113
16863.0,27502.0,11.0,21.0,13.0,15.0,9468.0,20.0,21.799999999999997,0.6338028169014085,13.0,3.0,14.0,0.0,0.0,人绒毛膜促性腺激素(HCG)测定试纸(胶体金法),14.0,0.0,20231113
16863.0,178249.0,3.0,7.0,1.0,3.6666666666666665,9468.0,20.0,21.799999999999997,0.15492957746478872,3.0,3.0,5.0,0.0,0.0,人绒毛膜促性腺激素(HCG)测定试纸(胶体金法),5.0,0.0,20231113
16863.0,178257.0,4.0,5.0,6.0,5.0,9468.0,20.0,21.799999999999997,0.2112676056338028,4.0,3.0,4.0,0.0,0.0,人绒毛膜促性腺激素(HCG)测定试纸(胶体金法),4.0,0.0,20231113
16863.0,290601.0,6.0,10.0,2.0,6.0,9470.0,7.0,5.4,1.0,7.0,2.0,21.0,0.0,0.0,人绒毛膜促性腺激素(HCG)胶体金快速检测试纸(胶体金法),21.0,0.0,20231113
16863.0,290752.0,0.0,0.0,0.0,0.0,9470.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,人绒毛膜促性腺激素(HCG)胶体金快速检测试纸(胶体金法),0.0,3.0,20231113
16863.0,392066.0,2.0,4.0,4.0,3.3333333333333335,9473.0,5.0,3.8000000000000003,0.7142857142857143,4.0,2.0,24.0,0.0,0.0,人绒毛膜促性腺激素(HCG)诊断试剂(乳胶法),24.0,0.0,20231113
16863.0,392067.0,0.0,2.0,2.0,1.3333333333333333,9473.0,5.0,3.8000000000000003,0.2857142857142857,1.0,2.0,30.0,0.0,0.0,人绒毛膜促性腺激素(HCG)诊断试剂(乳胶法),30.0,0.0,20231113
16863.0,438785.0,0.0,2.0,1.0,1.0,9475.0,2.0,0.8,1.0,2.0,0.0,3.0,0.0,0.0,人绒毛膜促性腺激素(HCG)诊断试剂盒(胶体金法),3.0,0.0,20231113
16863.0,392065.0,0.0,0.0,2.0,0.6666666666666666,9504.0,2.0,0.4,1.0,2.0,0.0,36.0,0.0,0.0,人绒毛膜促性腺激素（HCG）电子测试笔,36.0,0.0,20231113
16863.0,495764.0,0.0,1.0,4.0,1.6666666666666667,9537.0,3.0,1.1,1.0,3.0,0.0,10.0,0.0,0.0,仁丹,10.0,0.0,20231113
16863.0,31483.0,0.0,0.0,0.0,0.0,9537.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,仁丹,0.0,3.0,20231113
16863.0,412545.0,1.0,0.0,0.0,0.3333333333333333,9570.0,3.0,1.8,0.16666666666666666,0.0,0.0,3.0,0.0,0.0,他克莫司软膏,3.0,0.0,20231113
16863.0,476723.0,1.0,0.0,1.0,0.6666666666666666,9570.0,3.0,1.8,0.3333333333333333,1.0,0.0,2.0,0.0,0.0,他克莫司软膏,2.0,0.0,20231113
16863.0,412546.0,0.0,2.0,1.0,1.0,9570.0,3.0,1.8,0.5,2.0,0.0,0.0,0.0,0.0,他克莫司软膏,0.0,0.0,20231113
16863.0,359762.0,2.0,0.0,0.0,0.6666666666666666,9577.0,5.0,3.5,0.18181818181818182,1.0,0.0,0.0,0.0,0.0,他达拉非片,0.0,3.0,20231113
16863.0,458819.0,2.0,0.0,4.0,2.0,9577.0,5.0,3.5,0.5454545454545454,4.0,0.0,3.0,0.0,0.0,他达拉非片,3.0,3.0,20231113
16863.0,366848.0,0.0,1.0,0.0,0.3333333333333333,9577.0,5.0,3.5,0.09090909090909091,0.0,1.0,1.0,0.0,0.0,他达拉非片,1.0,3.0,20231113
16863.0,419761.0,0.0,1.0,0.0,0.3333333333333333,9577.0,5.0,3.5,0.09090909090909091,0.0,0.0,2.0,0.0,0.0,他达拉非片,2.0,0.0,20231113
16863.0,424849.0,0.0,1.0,0.0,0.3333333333333333,9577.0,5.0,3.5,0.09090909090909091,0.0,0.0,2.0,0.0,0.0,他达拉非片,2.0,0.0,20231113
16863.0,5670.0,2.0,0.0,0.0,0.6666666666666666,9701.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,伊曲康唑胶囊,3.0,0.0,20231113
16863.0,5318.0,2.0,2.0,0.0,1.3333333333333333,9742.0,4.0,2.2,0.6666666666666666,3.0,2.0,6.0,0.0,0.0,伏格列波糖片,6.0,0.0,20231113
16863.0,442274.0,0.0,2.0,0.0,0.6666666666666666,9742.0,4.0,2.2,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,伏格列波糖片,0.0,0.0,20231113
16863.0,49411.0,0.0,2.0,2.0,1.3333333333333333,9760.0,2.0,0.8,1.0,2.0,0.0,0.0,0.0,0.0,众生丸,0.0,0.0,20231113
16863.0,451720.0,15.0,30.0,12.0,19.0,9774.0,19.0,17.4,1.0,19.0,0.0,37.0,0.0,0.0,优力盖R 硫酸软骨素钙咀嚼片,37.0,0.0,20231113
