START_DATE,END_DATE,REPLENISH_DAY,SHIP_TIME,MIN_BIN_SIZE,REPLENISH_QUANTILE,PRED_QUANTILE,date,current_stock,goodsqty,replenish,replenishqty,placepointid,method
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-01,6880.0,31.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-02,8050.0,7.0,155.0,3014.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-03,7374.0,10.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-04,6874.0,20.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-05,8935.0,11.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-06,8135.0,25.0,237.0,2988.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-07,7443.0,41.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-08,6225.0,82.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-09,8335.0,49.0,240.0,3388.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-10,7710.0,45.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-11,6974.0,54.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-12,8005.0,33.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-13,7031.0,59.0,279.0,7035.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-14,6542.0,71.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-15,6153.0,84.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-16,11975.0,21.0,163.0,1590.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-17,11387.0,28.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-18,10219.0,30.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-19,10246.0,19.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-20,8431.0,44.0,215.0,6979.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-21,7464.0,46.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-22,7109.0,41.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-23,12812.0,13.0,106.0,1913.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-24,12191.0,26.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-25,11859.0,30.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-26,13139.0,9.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-27,12605.0,14.0,115.0,1269.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-28,11941.0,22.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-29,11195.0,20.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-30,12141.0,8.0,81.0,2489.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-31,11828.0,9.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-01,11512.0,13.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-02,13584.0,3.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-03,12979.0,5.0,92.0,2071.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-04,12447.0,11.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-05,11865.0,19.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-06,13351.0,1.0,107.0,1352.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-07,13065.0,5.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-08,12427.0,19.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-09,13353.0,6.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-10,12903.0,9.0,146.0,2608.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-11,12273.0,11.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-12,11776.0,23.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-13,13669.0,10.0,96.0,2423.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-14,13085.0,11.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-15,12214.0,14.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-16,13914.0,12.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-17,13227.0,17.0,135.0,2203.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-18,12751.0,25.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-19,12296.0,22.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-20,14274.0,1.0,96.0,706.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-21,14172.0,6.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-22,14173.0,0.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-23,14889.0,0.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-24,14889.0,0.0,15.0,125.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-25,14456.0,0.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-26,13888.0,1.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-27,13952.0,0.0,20.0,1079.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-28,13655.0,1.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-29,13232.0,1.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-30,13940.0,7.0,0.0,0.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-31,13273.0,4.0,98.0,858.0,58158,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-01,3593.0,20.0,1057.0,9150.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-02,3126.0,34.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-03,2768.0,41.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-04,11247.0,7.0,307.0,3091.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-05,10865.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-06,10339.0,6.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-07,12895.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-08,12465.0,12.0,354.0,564.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-09,11814.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-10,11415.0,14.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-11,11515.0,8.0,353.0,630.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-12,11132.0,10.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-13,10418.0,15.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-14,10416.0,15.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-15,9723.0,15.0,384.0,1108.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-16,9096.0,24.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-17,8731.0,25.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-18,9367.0,6.0,350.0,1815.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-19,9032.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-20,8522.0,12.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-21,9726.0,13.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-22,8994.0,8.0,358.0,4791.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-23,8472.0,10.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-24,7674.0,14.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-25,11713.0,11.0,334.0,1957.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-26,11331.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-27,10890.0,13.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-28,12271.0,4.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-29,11694.0,13.0,351.0,1604.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-30,11069.0,13.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-01,10388.0,22.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-02,11286.0,7.0,329.0,1375.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-03,10613.0,11.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-04,10100.0,18.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-05,10522.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-06,9704.0,31.0,384.0,5931.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-07,8995.0,40.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-08,8062.0,71.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-09,13049.0,46.0,401.0,3085.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-10,12413.0,45.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-11,11508.0,39.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-12,12156.0,32.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-13,10676.0,45.0,410.0,7858.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-14,9806.0,54.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-15,8832.0,74.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-16,15426.0,23.0,314.0,3339.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-17,14809.0,31.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-18,13650.0,34.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-19,15429.0,21.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-20,13324.0,31.0,342.0,5245.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-21,11915.0,33.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-22,11513.0,32.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-23,15434.0,8.0,280.0,1899.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-24,14291.0,21.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-25,13879.0,27.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-26,15160.0,15.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-27,14629.0,11.0,255.0,2657.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-28,14140.0,18.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-29,13392.0,18.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-30,15488.0,9.0,229.0,6066.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-12-31,15082.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-01,14768.0,10.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-02,20414.0,2.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-03,19809.0,3.0,233.0,757.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-04,19143.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-05,18272.0,14.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-06,18477.0,4.0,245.0,2936.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-07,18192.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-08,17488.0,20.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-09,19996.0,6.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-10,19545.0,10.0,255.0,1900.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-11,18907.0,10.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-12,18403.0,17.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-13,19580.0,8.0,229.0,1623.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-14,18991.0,9.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-15,18114.0,13.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-16,18991.0,7.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-17,18282.0,14.0,276.0,1892.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-18,17782.0,19.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-19,17275.0,19.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-20,18943.0,3.0,232.0,1011.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-21,18799.0,3.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-22,18800.0,0.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-23,19821.0,0.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-24,19821.0,0.0,179.0,295.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-25,19388.0,0.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-26,18807.0,0.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-27,19045.0,1.0,178.0,1704.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-28,18756.0,3.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-29,18337.0,5.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-30,19673.0,10.0,0.0,0.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2023-01-31,18993.0,3.0,236.0,873.0,58158,ma
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-01,3861.0,22.0,1078.0,5788.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-02,3282.0,17.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-03,2574.0,53.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-04,7393.0,16.0,88.0,1491.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-05,6808.0,15.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-06,5775.0,32.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-07,6376.0,9.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-08,5699.0,20.0,247.0,3671.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-09,5255.0,22.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-10,4712.0,24.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-11,7701.0,13.0,149.0,1094.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-12,7151.0,22.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-13,6362.0,25.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-14,6800.0,15.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-15,6293.0,11.0,248.0,2869.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-16,5756.0,15.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-17,4859.0,27.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-18,7197.0,7.0,153.0,1485.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-19,6599.0,11.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-20,6043.0,11.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-21,6969.0,2.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-22,6366.0,5.0,198.0,3279.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-23,5889.0,11.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-24,5170.0,21.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-25,7863.0,2.0,134.0,1280.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-26,7231.0,8.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-27,6395.0,11.0,0.0,0.0,16908,lsf
2022-11-01,2023-01-31,"[2, 5]",2,500,0.95,0.7,2022-11-28,7031.0,5.0,0.0,0.0,16908,lsf
